Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,15.71056557,15.52872467,16.44546318,12.41163731,..,..
Afghanistan,AFG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.534,6.905,6.099,5.405,4.87,4.75,..
Afghanistan,AFG,Fixed broadband subscriptions,IT.NET.BBND,..,220,1500,7067,19683,26570,..
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,0.000901226,0.005321098,0.020937089,0.052113481,0.06817675,..
Afghanistan,AFG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.148390865,..,0.058957763,0.325892139,0.356467539,0.374079184,..
Afghanistan,AFG,Fixed telephone subscriptions,IT.MLT.MAIN,29000,..,16620,110000,134636,145787,..
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,..
Afghanistan,AFG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,9275174321.23028,16047892927.2921,19998156214.3988,22071999789.1576,21553064853.4717,17083574409.0529
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,..,6226199249.32211,15633856787.0425,19998156214.3988,18904490262.913,20143442150.971,14786861638.4535
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,11.2297148236429,14.3624414692681,1.45131466009755,3.911603419423,-2.35110067344623,-20.7371456208414
Afghanistan,AFG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,379.955829325586,569.282712026308,592.476537451681,584.386882896106,553.036478884366,426.030015291798
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,255.05511997846,554.595200222354,592.476537451681,500.522664145294,516.866552182696,368.754614175459
Afghanistan,AFG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,7.32187384114641,11.0992199166219,-1.66641641520391,0.932833388709597,-5.3646659309623,-22.965295860551
Afghanistan,AFG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.3,0.42,0.43,0.5,..,..,..
Afghanistan,AFG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..
Afghanistan,AFG,Income share held by highest 20%,SI.DST.05TH.20,..,..,..,..,..,..,..
Afghanistan,AFG,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..,..,..
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,1.224148084,4,8.26,17.6,18.4,..
Afghanistan,AFG,Land area (sq. km),AG.LND.TOTL.K2,652230,652230,652230,652230,652230,652230,..
Afghanistan,AFG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,37.266040802002
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,4.915778177,36.23965543,58.39109599,59.78387904,58.1902139,..
Afghanistan,AFG,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,3480,3820,4580,4620,5010,..,..
Afghanistan,AFG,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,..,..,..,..,..,..,..
Afghanistan,AFG,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,..,..,..,..,..,..,..
Afghanistan,AFG,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..
Afghanistan,AFG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,0.582,..,0.1299,..,..,..
Afghanistan,AFG,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-1556.07284164429,-1272.78789520264,2581.59587478638,-691.202514648438,..,..,..
Afghanistan,AFG,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,..,78.97008514,78.9966507,78.3822937,79.2986145,..,..
Afghanistan,AFG,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,..,18.86634996,35.54101566,46.17228869,52.18327578,..,..
Afghanistan,AFG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,28.17141501,36.40150061,48.28708366,61.33978081,72.43421885,75.09141325,..
Afghanistan,AFG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,21.87080211,27.47541582,34.89884717,42.62602284,49.00616952,50.49964687,..
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,10.92753113,14.10727456,19.11514598,23.37620582,26.79895584,27.58895624,..
Afghanistan,AFG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..
Afghanistan,AFG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,36.96776794,37.32476096,37.69280282,38.02113959,38.11505004,..
Afghanistan,AFG,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.107324103460436,0.160986155190654,0.180917774404735,0.222314214310903,0.340370728117382,0.40629839167165,..
Afghanistan,AFG,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,..,..,..,..,..,..,..
Afghanistan,AFG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.2365,0.285,0.2125,0.2538,..
Afghanistan,AFG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,64.922461997785,64.5226827135877,65.2455916800454,61.2526557952932,..,..,..
Afghanistan,AFG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,..,..,..
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,29.963328887049,37.4272741210923,43.2204467749107,51.7509145546816,57.9082516903546,59.7522806371985,..
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,1.4438030241194,3.57650800354462,2.89490410370988,3.12134122890873,2.90852909268743,3.13474690779163,2.85135765449931
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..
Afghanistan,AFG,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,36.9,..,59.6,58.6,..,..,..
Afghanistan,AFG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,36.9,32.7,29.1,26,23.8,23.3,..
Afghanistan,AFG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,45.1,63.1,70,..
Afghanistan,AFG,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,..,..,..,14.8,19.8,22.5,..
Afghanistan,AFG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,36.1,21.2,21.5,26.9,29.8,..
Afghanistan,AFG,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,86.26841,..,..,..
Afghanistan,AFG,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,..,..,..,..,..,..
Afghanistan,AFG,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,..,..,..,..,..,..
Afghanistan,AFG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,27.3092369477912,27.710843373494,27.710843373494,27.8688524590164,27.0161290322581,27.0161290322581
Afghanistan,AFG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..
Afghanistan,AFG,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,..,..,..,..,..,..,..
Afghanistan,AFG,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,..,..,..,..,0.104707,3.637257,3.637256622
Afghanistan,AFG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,0.21,0.21,..,..,..
Afghanistan,AFG,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,13890.0003433228,16229.9995422363,27120.0008392334,27090.0001525879,28639.9993896484,..,..
Afghanistan,AFG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,14.3800001144409,9.5
Afghanistan,AFG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,11.1000003814697,6.73999977111816
Afghanistan,AFG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,12.5699996948242,8.68000030517578
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,11.710000038147,5.57999992370605
Afghanistan,AFG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,2280.088881826,..,..,3993.83610705,..,..,..
Afghanistan,AFG,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,..,..,24.5,..,..,..
Afghanistan,AFG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,12.4,..,34.3,50.5,..,61.8,..
Afghanistan,AFG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..,..,..
Afghanistan,AFG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..
Afghanistan,AFG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,0.457310636092608,0.791238187915002,0.986005138270327,1.08825558569952,..,..
Afghanistan,AFG,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,..,..,20.5541263328152,10.2785879322441,9.86302230660155,8.95965733131822,..
Afghanistan,AFG,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..
Albania,ALB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,38.2,51.9,66.5,76.2,80.7,81.3,..
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,99.9800033569336,100,100,..
Albania,ALB,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,95.38335,..,85.95611,97.79873,..,..,..
Albania,ALB,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.7518248175182,39.3065693430657,43.8430656934307,42.8576642335766,42.8467153284672,42.538503649635,..
Albania,ALB,Agricultural land (sq. km),AG.LND.AGRI.K2,11440,10770,12013,11743,11740,11655.55,..
Albania,ALB,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,71.4666666666667,68.9944134078212,..,..,..,..,..
Albania,ALB,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,91.5254237288136,90.625,..,..,..,..,..
Albania,ALB,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,5.97069179420483,13.9442720151077,2.42005370986971,2.30590225424059,0.492667263553798,0.565251251283652,..
Albania,ALB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,19.6776985819479,20.332063632114,23.2821918775617,..,..,..,..
Albania,ALB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,79.8644181475793,75.6984882494976,84.0586190786412,..
Albania,ALB,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.523342626827492,0.500170222407144,0.427054861553371,0.405731157684392,0.372464088654981,..,..
Albania,ALB,CO2 emissions (kt),EN.ATM.CO2E.KT,3170,4030.00020980835,4449.99980926514,4619.99988555908,4829.99992370605,..,..
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.026213108529,1.33820939947885,1.52762366260495,1.60377514987108,1.69224831964856,..,..
Albania,ALB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..
Albania,ALB,"Compulsory education, duration (years)",SE.COM.DURS,8,8,8,9,9,9,9
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.2333703,6.33554173,4.7457962,4.89631176,..,..,..
Albania,ALB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,80.61695099,165.2653656,192.0032196,192.88513184,..,..,..
Albania,ALB,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,38.23709106,42.06929398,50.12300491,55.78379059,..,..,..
Albania,ALB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.76583052,2.66531777,2.37873578,2.73134828,..,..,..
Albania,ALB,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,8.17372704,9.22509766,8.09464931,8.88020515,..,..,..
Albania,ALB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,30.82557931,69.52596734,96.23779383,107.59863316,..,..,..
Albania,ALB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,60.40230942,52.53190231,47.36392975,43.28739929,..,..,..
Albania,ALB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,48.69450448,86.81703828,90.94027664,83.49495732,..,..,..
Albania,ALB,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,166.58788586,190.44495179,214.0290951,246.26999049,..,..,..
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..
Albania,ALB,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..,..,..
Albania,ALB,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..,..,..
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1449.64741324695,1722.07284972507,1943.34335385842,..,..,..,..
Albania,ALB,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,1.09687287,8.92234189,4.82516028,1.79154157,..,..,..
Albania,ALB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,1.36059821,5.39879751,2.513062,0.92881268,..,..,..
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.231,1.803,1.656,1.613,1.414,1.4,..
Albania,ALB,Fixed broadband subscriptions,IT.NET.BBND,..,272,105539,242870,436192,508937,559394
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,0.008969101,3.622537242,8.425730621,15.17778727,17.75249333,19.59547555
Albania,ALB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,4.798429928,9.19903292,11.43220979,7.865379812,8.450549848,7.794937157,6.925046677
Albania,ALB,Fixed telephone subscriptions,IT.MLT.MAIN,152687,278973,333066,226718,242859,223469,197690
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,28.0766423357664,28.3096715328467,28.542700729927,28.8024635036496,28.7919708029197,28.7919708029197,..
Albania,ALB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6057217275.07,8057257368.12833,10420206418.1606,11386850129.8411,12967692915.4374,12516205780.1976,13582023423.9986
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,3480355258.04122,8052073539.38058,11926922828.9911,11386850129.8411,15401830754.0773,15131866270.5936,18255787479.1846
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.94621659244254,5.52642424695465,3.70693815255319,2.21872637517804,2.08806337615015,-3.48163037314293,8.51550112324915
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1960.88194602054,2675.50793615524,3577.11338784054,3952.80253807527,4543.38652018643,4410.45516523171,4830.59631691622
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,1126.68334010717,2673.78658429559,4094.34838574494,3952.80253807527,5396.21586434732,5332.16047456847,6492.87201224634
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.63002243937019,6.06788243935723,4.22308382721044,2.51682705417127,2.52389372255597,-2.92582095677083,9.52602704130273
Albania,ALB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.26,3.08,2.99,..,..,..,..
Albania,ALB,Income share held by highest 10%,SI.DST.10TH.10,..,24.3,..,24.8,23.6,22.8,..
Albania,ALB,Income share held by highest 20%,SI.DST.05TH.20,..,39.2,..,40.6,38.9,38,..
Albania,ALB,Income share held by lowest 10%,SI.DST.FRST.10,..,3.5,..,3.2,3.5,3.4,..
Albania,ALB,Income share held by lowest 20%,SI.DST.FRST.20,..,8.4,..,7.7,8.5,8.4,..
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.114097347,6.043890864,45,56.9,68.55039112,72.23767711,79.32371752
Albania,ALB,Land area (sq. km),AG.LND.TOTL.K2,27400,27400,27400,27400,27400,27400,..
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,98.4499969482422
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.936229188,50.45923775,92.41340015,117.9871153,91.51642864,91.35050062,92.31992041
Albania,ALB,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,1180,1270,1110,1190,1100,..,..
Albania,ALB,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,..,..,..,..,..,..,..
Albania,ALB,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,..,..,..,..,..,..,..
Albania,ALB,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..
Albania,ALB,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,4.017,3.6076,4.0183,..,5.088,..,..
Albania,ALB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,150.656036376949,98.8053741455096,809.13479995728,403.39053225517,..,..,..
Albania,ALB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,60.40230942,52.52602005,47.34183121,43.28312683,..,..,..
Albania,ALB,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,48.69450448,86.80730688,90.8978495,83.48671769,..,..,..
Albania,ALB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,86.75447063,89.02118831,91.37947821,93.39432534,94.75822287,95.06803883,..
Albania,ALB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,89.48867136,92.32297713,95.17215972,97.65496533,99.18306692,99.29879315,..
Albania,ALB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,49.13832074,52.57833406,62.30062916,70.59197092,70.66585365,70.67453739,..
Albania,ALB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,40.23741599,41.87565502,44.29658365,46.33301305,47.57714147,47.69108212,..
Albania,ALB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..
Albania,ALB,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.41605839416058,4.41605839416058,2.55474452554745,2.95620437956204,3.13868613138686,3.21003649635036,..
Albania,ALB,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,0,0,0,..,..,..,..
Albania,ALB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.3821,..,1.2347,..,1.6471,1.8754,..
Albania,ALB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.998248157076,21.5752579644029,21.2778281243428,19.5125396228106,..,..,..
Albania,ALB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,..,..,..
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,112.738211678832,109.908284671533,106.314635036496,105.135145985401,104.167554744526,103.571131386861,..
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.637356833943492,-0.511790116421897,-0.49646196338738,-0.291205786840436,-0.426007367032238,-0.574206959244013,-0.926918061639398
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,18.5,..,..,21.8,..,..
Albania,ALB,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,95.3,97.1,..,..,..,..,..
Albania,ALB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,35,31.3,28,25.1,23,22.4,..
Albania,ALB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,38.8,33.8,30.9,..
Albania,ALB,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,..,..,..,10,8.8,7.7,..
Albania,ALB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,8.9,5.8,4.9,4.3,3.9,..
Albania,ALB,Progression to secondary school (%),SE.SEC.PROG.ZS,97.24541,..,99.18615,98.06952,..,..,..
Albania,ALB,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,19.5140190124512,..,..,..,..,..
Albania,ALB,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,..,4.49739503860474,..,..,..,..,..
Albania,ALB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.16129032258065,7.14285714285714,16.4285714285714,20.7142857142857,29.5081967213115,29.5081967213115,35.7142857142857
Albania,ALB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..
Albania,ALB,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,0,0,0,..,..,..,..
