measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Comoros,Both,All ages,Self-harm and interpersonal violence,Percent,2005,0.015689907863480144,0.019597355905687366,0.012207525241066003
Deaths,Equatorial Guinea,Both,All ages,Cardiovascular diseases,Percent,2000,0.09208309412931824,0.10516918821446981,0.07882285572265477
Deaths,Lao People's Democratic Republic,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.12509493024326526,0.14700048794506398,0.10593124696106353
Deaths,Samoa,Both,All ages,Chronic respiratory diseases,Percent,2000,0.09337245083105179,0.1163391705918423,0.0799226563828506
Deaths,Vanuatu,Both,All ages,Cardiovascular diseases,Percent,2000,0.3176599382352105,0.35892033835566073,0.28247886662879834
Deaths,Guinea,Both,All ages,Cardiovascular diseases,Percent,2005,0.10611335300824853,0.11932511679886199,0.09309064878224962
Deaths,France,Both,All ages,Chronic respiratory diseases,Percent,2005,0.03527157559194444,0.0422918470323722,0.03068818782939462
Deaths,Republic of Moldova,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.030208805744711173,0.030985443982530468,0.02945468283282584
Deaths,Malaysia,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.016987560114329194,0.019607369600661312,0.015492310396973156
Deaths,Tokelau,Both,All ages,Maternal and neonatal disorders,Percent,2005,0.019303283248050064,0.023592661119819613,0.015829382784774675
Deaths,Albania,Both,All ages,Chronic respiratory diseases,Percent,2000,0.045050059599697274,0.04888630999657657,0.03877192679256814
Deaths,Latvia,Both,All ages,Chronic respiratory diseases,Percent,2000,0.014636297181583822,0.018547242037159458,0.013324587071222378
Deaths,Maldives,Both,All ages,Chronic respiratory diseases,Percent,2000,0.08636310014850913,0.09717962004975404,0.07016235329270784
Deaths,Cyprus,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.011095713517520903,0.014114520739032221,0.00996386071582252
Deaths,Solomon Islands,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.049746965302649854,0.06185727114123079,0.039313536450378335
Deaths,Northern Mariana Islands,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.03165899311507078,0.03746209492713037,0.025640032449878045
Deaths,Solomon Islands,Both,All ages,Substance use disorders,Percent,2000,0.0019553342929853456,0.0026620628035051498,0.0012114714246958865
Deaths,Vanuatu,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.0669263525087671,0.0796422129004579,0.055665401360412994
Deaths,Vanuatu,Both,All ages,Substance use disorders,Percent,2000,0.0019390591981705977,0.0024376782928958508,0.0014286072703658197
Deaths,Vanuatu,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.052221586884409844,0.0640232745511425,0.04397953288965887
Deaths,Austria,Both,All ages,Chronic respiratory diseases,Percent,2000,0.03403748220453696,0.03714950190043897,0.03113071582845971
Deaths,Lithuania,Both,All ages,Cardiovascular diseases,Percent,2000,0.5187757311993211,0.5347385676359963,0.4855537178314707
Deaths,Cook Islands,Both,All ages,Cardiovascular diseases,Percent,2005,0.33099352960481654,0.3479366959465109,0.31203336253581015
Deaths,Maldives,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.12132814070671911,0.14025365793620945,0.1036182803848081
Deaths,Bosnia and Herzegovina,Both,All ages,Cardiovascular diseases,Percent,2000,0.504042297963092,0.5234574768948624,0.47486751967514174
Deaths,Tonga,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.010773540296581193,0.012431718435535009,0.009599814552639013
Deaths,Philippines,Both,All ages,Substance use disorders,Percent,2005,0.0023030920520704717,0.0027857120174153817,0.0016290750859942577
Deaths,Philippines,Both,All ages,Diabetes and kidney diseases,Percent,2005,0.07015119578041454,0.07621281952271525,0.06713738254168508
Deaths,Guatemala,Both,All ages,Self-harm and interpersonal violence,Percent,2005,0.10837733481703185,0.11357875030276499,0.1024654989418904
Deaths,Croatia,Both,All ages,Substance use disorders,Percent,2000,0.006199277112486482,0.006556023318648048,0.00585558431900885
Deaths,Croatia,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.03278394903222803,0.034237481159204615,0.03101584255975609
Deaths,Bahrain,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.0282785523071703,0.03347136676647715,0.024228337439749503
Deaths,Bahrain,Both,All ages,Substance use disorders,Percent,2000,0.002041872978814652,0.0023336482137096223,0.0017545517656927883
Deaths,Bahrain,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.10068035330992,0.10634941040392042,0.0957193207405355
Deaths,United Republic of Tanzania,Both,All ages,Cardiovascular diseases,Percent,2000,0.07416002196707368,0.08300729437083529,0.06599276110041762
Deaths,Turkey,Both,All ages,Chronic respiratory diseases,Percent,2000,0.052728068502923324,0.058260860246644765,0.044952615815600054
Deaths,Lithuania,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.002572952164517994,0.002818146787743392,0.0023406066202693847
Deaths,Afghanistan,Both,All ages,Self-harm and interpersonal violence,Percent,2005,0.028069751088832043,0.031483556224504924,0.025105148634470362
Deaths,Bosnia and Herzegovina,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.008803062631835583,0.009948941643921303,0.007737844299829439
Deaths,Bosnia and Herzegovina,Both,All ages,Substance use disorders,Percent,2000,0.008222967210910306,0.009778166038062482,0.005882023077902955
Deaths,Bosnia and Herzegovina,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.04451195774447266,0.048536384696768776,0.0408092225429987
Deaths,Lithuania,Both,All ages,Substance use disorders,Percent,2000,0.016704523176232715,0.01756358883168076,0.015712627477448084
Deaths,Lithuania,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.011481178043291771,0.011973311203431484,0.010916766846323292
Deaths,Brunei Darussalam,Both,All ages,Self-harm and interpersonal violence,Percent,2005,0.01629387599870076,0.01823973370682753,0.01419720724401255
Deaths,Myanmar,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.07179409527323541,0.08597374091590566,0.05880830973257085
Deaths,Myanmar,Both,All ages,Substance use disorders,Percent,2000,0.0014098870313542504,0.0017592154866806209,0.0009879911544599953
Deaths,Myanmar,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.05016510851672107,0.05744354114384715,0.044190805086674244
Deaths,Belgium,Both,All ages,Cardiovascular diseases,Percent,2000,0.3480023852552536,0.36447732862523474,0.31703573703880866
Deaths,Djibouti,Both,All ages,Chronic respiratory diseases,Percent,2005,0.014242268920327969,0.018958739472049155,0.009869960158740308
Deaths,Jordan,Both,All ages,Self-harm and interpersonal violence,Percent,2005,0.02728159122602687,0.029589872141944692,0.02562343804638849
Deaths,Vanuatu,Both,All ages,Chronic respiratory diseases,Percent,2000,0.08111922340304686,0.10428162597409561,0.06010558521377209
Deaths,Guinea,Both,All ages,Maternal and neonatal disorders,Percent,2005,0.11565420150789368,0.1300785475394082,0.10280480056856509
Deaths,Tokelau,Both,All ages,Substance use disorders,Percent,2005,0.0013895323800162944,0.0016403519238747688,0.0011056999690568362
Deaths,Tokelau,Both,All ages,Diabetes and kidney diseases,Percent,2005,0.1393132339933355,0.1572907585920838,0.12419152440037919
Deaths,Sudan,Both,All ages,Chronic respiratory diseases,Percent,2005,0.03169849833169777,0.043517644181865184,0.01933228022746625
Deaths,Denmark,Both,All ages,Cardiovascular diseases,Percent,2000,0.36509570846138206,0.3822923954442446,0.33386828843495625
Deaths,Belgium,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.002496203522242098,0.002836456349505259,0.0022257772525693647
Deaths,Belgium,Both,All ages,Substance use disorders,Percent,2000,0.004931823425348333,0.005157449734926112,0.0047127206293206625
Deaths,Belgium,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.03448108661636895,0.03651310764591848,0.03103725435553036
Deaths,Bulgaria,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.018829284840962916,0.019378813613991575,0.018281077890875155
Deaths,Equatorial Guinea,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.11089403507252213,0.12321254159636007,0.09716536027369511
Deaths,Guyana,Both,All ages,Cardiovascular diseases,Percent,2005,0.32189259729727887,0.32963662222482454,0.3119225973754673
Deaths,Philippines,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.050708616658156305,0.05283613090236793,0.04828614282447237
Deaths,Russian Federation,Both,All ages,Cardiovascular diseases,Percent,2000,0.5650933421160906,0.5734609219979409,0.5464937219821655
Deaths,Denmark,Both,All ages,Chronic respiratory diseases,Percent,2000,0.07367813151071458,0.07872361946086165,0.060171804981336896
Deaths,United Republic of Tanzania,Both,All ages,Substance use disorders,Percent,2000,0.0005904197361266988,0.0007114294046449577,0.0004940646613870488
Deaths,United Republic of Tanzania,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.01855693411877044,0.021033842035952374,0.016362428542605143
Deaths,Cook Islands,Both,All ages,Maternal and neonatal disorders,Percent,2005,0.008842989776676325,0.011288667621334873,0.006662342978473345
Deaths,Cook Islands,Both,All ages,Substance use disorders,Percent,2005,0.0034084833787622944,0.00414475797555493,0.0029198605879902874
Deaths,Cook Islands,Both,All ages,Diabetes and kidney diseases,Percent,2005,0.20424870211024052,0.21563292338308604,0.1921453042754944
Deaths,Japan,Both,All ages,Chronic respiratory diseases,Percent,2005,0.03719069231704316,0.041121893041024316,0.03202090038513611
Deaths,Armenia,Both,All ages,Maternal and neonatal disorders,Percent,2005,0.015283812133155432,0.017669966377953074,0.013050679373476912
Deaths,Colombia,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.1930106241959103,0.19794067865145257,0.18835456129135666
Deaths,Barbados,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.01704822729816731,0.01813584657866515,0.016010503826017916
Deaths,Sri Lanka,Both,All ages,Chronic respiratory diseases,Percent,2000,0.08953888671862682,0.09461743073926622,0.07947450338521192
Deaths,Spain,Both,All ages,Cardiovascular diseases,Percent,2000,0.3554564754236375,0.37622295877402007,0.31714604404161684
Deaths,Bangladesh,Both,All ages,Chronic respiratory diseases,Percent,2005,0.07161460362573974,0.10410628808811201,0.06338092017693617
Deaths,Croatia,Both,All ages,Chronic respiratory diseases,Percent,2000,0.0276382787339769,0.02974651419741732,0.025615407841661674
Deaths,Chad,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.01734297503764482,0.019226473873869682,0.01556633458738402
Deaths,Sweden,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.016884462092426705,0.01730170471587371,0.016430356045005694
Deaths,Equatorial Guinea,Both,All ages,Substance use disorders,Percent,2000,0.000775537318859644,0.0009351818301167777,0.0006187817830107393
Deaths,Equatorial Guinea,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.022314003381775176,0.025530166821008858,0.019088803513031223
Deaths,Argentina,Both,All ages,Cardiovascular diseases,Percent,2005,0.30835843552295567,0.319816679488561,0.2858782751334223
Deaths,Ukraine,Both,All ages,Cardiovascular diseases,Percent,2000,0.5977865328774241,0.6076435882556765,0.5772005075126924
Deaths,Belize,Both,All ages,Cardiovascular diseases,Percent,2000,0.258681112230359,0.2691975860676369,0.24387712867614914
Deaths,Spain,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.002380170633515138,0.0025773395049007793,0.0021955824230609315
Deaths,Iran (Islamic Republic of),Both,All ages,Chronic respiratory diseases,Percent,2000,0.032668211527602214,0.036626180268371514,0.029455249481505585
Deaths,Belize,Both,All ages,Chronic respiratory diseases,Percent,2000,0.031785460742488884,0.03503207661501618,0.02848718669261163
Deaths,Spain,Both,All ages,Substance use disorders,Percent,2000,0.003613201371038914,0.003901945209999125,0.0033387560888632588
Deaths,Spain,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.05393209663960423,0.05782005370593514,0.0474648126770791
Deaths,Ukraine,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.003445184811672833,0.0037808494108543776,0.003164528913250327
Deaths,United Arab Emirates,Both,All ages,Cardiovascular diseases,Percent,2000,0.3002363558567131,0.3447125646418971,0.2749281034193782
Deaths,Belize,Both,All ages,Substance use disorders,Percent,2000,0.004092393613440378,0.004587190954089041,0.0036834341262890046
Deaths,Belize,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.09844931710288651,0.10335285519998767,0.0928246638126641
Deaths,Kuwait,Both,All ages,Cardiovascular diseases,Percent,2005,0.40686939025107927,0.4206749020244466,0.3818703273143539
Deaths,Ukraine,Both,All ages,Substance use disorders,Percent,2000,0.018670550672393205,0.019456842452701708,0.018012250450455073
Deaths,Ukraine,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.0067644117110983925,0.006957309827480227,0.0065598659234024845
Deaths,Maldives,Both,All ages,Substance use disorders,Percent,2000,0.000959427489783494,0.0011377178405927182,0.0007846517422017621
Deaths,Maldives,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.06763474463812841,0.07806465318715457,0.060263604886535684
Deaths,North Macedonia,Both,All ages,Maternal and neonatal disorders,Percent,2005,0.008035532538619347,0.008836264027166642,0.007280614449534138
Deaths,Thailand,Both,All ages,Cardiovascular diseases,Percent,2000,0.21111059549448674,0.22509928020567824,0.19589713607977507
Deaths,Côte d'Ivoire,Both,All ages,Cardiovascular diseases,Percent,2000,0.06793358335531384,0.08073467909311735,0.05604738493197434
Deaths,Côte d'Ivoire,Both,All ages,Chronic respiratory diseases,Percent,2000,0.011987539907258232,0.014624767778241529,0.009521602371009345
Deaths,Denmark,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.01728039140648306,0.017926162231465027,0.016685599994182704
Deaths,Czechia,Both,All ages,Cardiovascular diseases,Percent,2000,0.5255416227251944,0.5409411213905874,0.49426441184971437
Deaths,Peru,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.0161145986453591,0.017248044915821523,0.01490922122123829
Deaths,Palau,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.03302804634193072,0.037940921126556754,0.02928253397980211
Deaths,Botswana,Both,All ages,Self-harm and interpersonal violence,Percent,2005,0.03202142880064526,0.03969002533614063,0.022682534069755997
Deaths,Belize,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.059445321631468824,0.06695730299501147,0.052890728930818635
Deaths,Algeria,Both,All ages,Self-harm and interpersonal violence,Percent,2000,0.0305187368210936,0.03476312144271805,0.027186502068363348
Deaths,Guinea,Both,All ages,Substance use disorders,Percent,2005,0.000624637692597963,0.0007882838173240175,0.0005050402799976579
Deaths,Guinea,Both,All ages,Diabetes and kidney diseases,Percent,2005,0.028428689679237337,0.03187158724124894,0.024875891370985597
Deaths,Russian Federation,Both,All ages,Chronic respiratory diseases,Percent,2000,0.027065939301001932,0.027630989368832206,0.02479246811801761
Deaths,Thailand,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.016921818330283653,0.020496588437610926,0.01388097625403929
Deaths,Thailand,Both,All ages,Substance use disorders,Percent,2000,0.0036706887758093773,0.004397770545975436,0.0027502695387782564
Deaths,Thailand,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.06870443250552309,0.07333496712494476,0.06383098950274015
Deaths,Finland,Both,All ages,Cardiovascular diseases,Percent,2000,0.4571442438105644,0.47524682959059356,0.42027608574673286
Deaths,Armenia,Both,All ages,Chronic respiratory diseases,Percent,2000,0.043698886011205064,0.04650494896271532,0.03872120269357576
Deaths,Czechia,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.0019871739146163853,0.002146468784640229,0.0018047225451078034
Deaths,Czechia,Both,All ages,Substance use disorders,Percent,2000,0.00351990949836647,0.0037166024194667246,0.0033259164840145758
Deaths,Czechia,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.020197907260904667,0.020966881263058294,0.01913785934661629
Deaths,Argentina,Both,All ages,Maternal and neonatal disorders,Percent,2005,0.019216007397998742,0.020687432159559073,0.018069724458065668
Deaths,Argentina,Both,All ages,Substance use disorders,Percent,2005,0.0031261491720408537,0.0032936621633245992,0.0029648899686251983
Deaths,Argentina,Both,All ages,Diabetes and kidney diseases,Percent,2005,0.07623510693427968,0.07957575193710419,0.07156503750741985
Deaths,Russian Federation,Both,All ages,Substance use disorders,Percent,2000,0.027373805802363396,0.027767127911247733,0.027136945954827612
Deaths,Russian Federation,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.010105094000907247,0.01023499311810035,0.009907333160704553
Deaths,Germany,Both,All ages,Cardiovascular diseases,Percent,2005,0.39367246690556973,0.4125521459957251,0.35746801950535134
Deaths,Côte d'Ivoire,Both,All ages,Substance use disorders,Percent,2000,0.0007041432607505185,0.0009304837815447193,0.0005220139104001356
Deaths,Côte d'Ivoire,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.02034629139189591,0.02393095182527238,0.01676142544968879
Deaths,Finland,Both,All ages,Substance use disorders,Percent,2000,0.018251618235452845,0.01901129689390125,0.017509696613674988
Deaths,Finland,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.016015396565942364,0.01683979153440239,0.014777173132744285
Deaths,Bahrain,Both,All ages,Chronic respiratory diseases,Percent,2000,0.043899720319996734,0.047266711765355705,0.03780797649805181
Deaths,Tunisia,Both,All ages,Maternal and neonatal disorders,Percent,2000,0.06280792358363699,0.07609859316864714,0.051113183776278846
Deaths,Guyana,Both,All ages,Maternal and neonatal disorders,Percent,2005,0.056956393323822824,0.06305615043486458,0.0510716861716162
Deaths,Guyana,Both,All ages,Substance use disorders,Percent,2005,0.0037098862693710198,0.004108629350572311,0.003311631904135658
