measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,33,Armenia,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.13488440077401162,0.1424871478495174,0.12761803411946732
5,Prevalence,33,Armenia,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.1490986575546016,0.157405382020604,0.1412670293606486
5,Prevalence,33,Armenia,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.16225523271090975,0.1705623534278003,0.15345666623763782
5,Prevalence,33,Armenia,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.1726429073249855,0.18205288417364537,0.16346981150347464
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.05317153493938584,0.05637161537193633,0.05004802224700773
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.058571016203285295,0.06182233097112147,0.05543505712480778
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.063907121518436,0.0673858981799679,0.06047648563635396
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.06965960786906777,0.07367780527508594,0.06604463334075744
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.07361626252316564,0.07760693802294341,0.06979497228761997
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.08402670096978075,0.08924239304807895,0.07888420919623884
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.09335274589479019,0.09911441879035104,0.0876895256043475
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.10535735647064941,0.11151652913042366,0.09923361611282118
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.11717390711494893,0.12362768075743664,0.11085156792843151
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.1259722212222142,0.13279434371592685,0.11854177294891251
5,Prevalence,34,Azerbaijan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.057478018625443106,0.06065705525570464,0.054257606968763944
5,Prevalence,34,Azerbaijan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.06040705829398092,0.06349259251522744,0.05739491892750536
5,Prevalence,34,Azerbaijan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.06479930956386369,0.06815187542419349,0.06165346362495951
5,Prevalence,34,Azerbaijan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.06894721266621667,0.0722940809964679,0.06546093255524439
5,Prevalence,34,Azerbaijan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.07442274946405761,0.07847662842723752,0.07065535522750957
5,Prevalence,10,Cambodia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.02896733571173624,0.03067957203057754,0.02719050043014553
5,Prevalence,10,Cambodia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.03165620645116003,0.03354109116372248,0.029899307646053537
5,Prevalence,10,Cambodia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.03440570808209563,0.03645947603173728,0.032416335738399776
5,Prevalence,10,Cambodia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.03792617405776534,0.04025407838521014,0.03569060517449901
5,Prevalence,10,Cambodia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.04101121920962552,0.043446924918978176,0.03863393087436429
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.10858834452182754,0.11487723224549427,0.10286131728858072
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.12993394964711524,0.13722661218252216,0.12309938682521163
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.13824945911910683,0.14616717103400725,0.13088449254296283
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.1537809626320136,0.162397373555966,0.14569314552188325
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.16832274615784804,0.17831890215083512,0.15925603544112094
5,Prevalence,22,Fiji,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.04358424267898515,0.04621487683075213,0.04107359824258622
5,Prevalence,22,Fiji,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.05038139084942542,0.053725788564666685,0.047317355435704485
5,Prevalence,22,Fiji,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.05558431363520328,0.05936650872225179,0.05213760845566339
5,Prevalence,22,Fiji,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.058083690271192014,0.061511769858653774,0.05487108722909228
5,Prevalence,22,Fiji,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.06151288184914884,0.06518784254485964,0.05791291317563042
5,Prevalence,18,Thailand,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.04814251017887189,0.05105557713538596,0.0453430058082544
5,Prevalence,18,Thailand,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.053717208690396236,0.05680875494976673,0.050620162993529214
5,Prevalence,18,Thailand,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.05964943081849499,0.06314024055035167,0.056144723793062304
5,Prevalence,18,Thailand,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.06864076692457448,0.07246296490097037,0.06480279987060279
5,Prevalence,18,Thailand,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.07650689680856775,0.08078391428777106,0.07221262533618913
5,Prevalence,29,Tonga,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.0560386437657414,0.06358736108837867,0.0517169024691401
5,Prevalence,29,Tonga,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.05726477014849216,0.06479183823502459,0.05285773307287371
5,Prevalence,29,Tonga,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.056267674053907306,0.06009884820266721,0.052714187253321276
5,Prevalence,29,Tonga,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.058684872302019984,0.06258054538406312,0.05511343523066322
5,Prevalence,29,Tonga,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.06149703273542119,0.06532759823661123,0.05783706286193426
5,Prevalence,36,Kazakhstan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.11315015555531385,0.11969969055365148,0.1065609961885601
5,Prevalence,36,Kazakhstan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.11956817908556186,0.12630397203170016,0.11264729314083093
5,Prevalence,36,Kazakhstan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.13211334386843648,0.1391159037529525,0.125104751465712
5,Prevalence,36,Kazakhstan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.14257726367465903,0.14958307527422582,0.13529859474724615
5,Prevalence,36,Kazakhstan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.14673587908127095,0.15477443511530106,0.13879334900349638
5,Prevalence,6,China,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.05319500524954364,0.05661050094485012,0.05006394967097377
5,Prevalence,6,China,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.06061869423945892,0.0644146916875397,0.05695821862797833
5,Prevalence,6,China,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.06883873373875946,0.07317662751260043,0.06470215648611707
5,Prevalence,6,China,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.07956605459147054,0.084657246036044,0.07496606938362388
5,Prevalence,6,China,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.08829674709711048,0.0940413375526095,0.08315997668218628
5,Prevalence,26,Papua New Guinea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.032730425727603235,0.03493215290613769,0.030650555557141922
5,Prevalence,26,Papua New Guinea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.033231486514582416,0.03541239495798946,0.031136911418696678
5,Prevalence,26,Papua New Guinea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.03406518114428914,0.03639425565137523,0.031959796122975004
5,Prevalence,26,Papua New Guinea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.035160808796392405,0.03752063119283193,0.033040008349638675
5,Prevalence,26,Papua New Guinea,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.03637601402526236,0.03891655626176573,0.03416439408585554
5,Prevalence,16,Philippines,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.08563620984531413,0.0908233869735107,0.08071805934290671
5,Prevalence,16,Philippines,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.09220390027752715,0.0977183956284046,0.0870582242216673
5,Prevalence,16,Philippines,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.09688598933597503,0.10255262368042663,0.09147405483665348
5,Prevalence,16,Philippines,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.10466384333917657,0.11072055887355904,0.09875844758236028
5,Prevalence,16,Philippines,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.11399529522098725,0.12030127364356463,0.10785214190015784
5,Prevalence,14,Maldives,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.03230756183739919,0.03454035328694285,0.03020030903483564
5,Prevalence,14,Maldives,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.03548855926502881,0.037885618318760056,0.03327816739535379
5,Prevalence,14,Maldives,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.036858794679790835,0.03937946692352004,0.03446830173070578
5,Prevalence,14,Maldives,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.038477108163556345,0.041054856642202285,0.036055231057285864
5,Prevalence,14,Maldives,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.04092999777724646,0.0436667360300284,0.03845706269707177
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.08817942397065101,0.09328021688946261,0.0833536136792037
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.09536092991845889,0.10112236713913937,0.0900256810896209
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.10369145367824587,0.10978993537552766,0.09764680838711615
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.11453662675898436,0.12168297724396201,0.10787557051815064
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.12254380172307798,0.1298173860326414,0.11545773923277115
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.12373217495295541,0.13110754854526294,0.11665562337196149
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.14255051481907893,0.15036542784055779,0.1356111873766515
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.16044713914254016,0.16895539616936,0.15207066710838535
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.18077498211286286,0.18898096625349142,0.1721084131254174
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.1964742922046682,0.20587706399510372,0.1865849223601206
5,Prevalence,37,Kyrgyzstan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.05346323134937715,0.05649951008276374,0.05050131939641485
5,Prevalence,37,Kyrgyzstan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.051968826087310294,0.054885227037291213,0.049241157138363204
5,Prevalence,37,Kyrgyzstan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.051058482624999214,0.05389313587693882,0.04813819152593988
5,Prevalence,37,Kyrgyzstan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.05178358742317097,0.05474903213248979,0.04906335518216605
5,Prevalence,37,Kyrgyzstan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.053573860216033393,0.056821381867773094,0.05066043583326957
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.13704590100681943,0.1442156418336851,0.13016276721789813
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.15212301609615614,0.15978553457155614,0.14487865921162102
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.16988021223844127,0.1782424044322847,0.16206123808634887
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.18678873228118686,0.19510152989304497,0.17896324379248946
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.2042879990203182,0.21293271699211302,0.1957246622605592
5,Prevalence,13,Malaysia,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.09745759037035097,0.10346445302198297,0.09211473774363493
5,Prevalence,13,Malaysia,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.1088515484746178,0.1151655915980551,0.10302306207366169
5,Prevalence,13,Malaysia,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.11742044241049882,0.12374022440680651,0.11142522342643638
5,Prevalence,13,Malaysia,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.13401970271079391,0.14128495953998443,0.1271992761951172
5,Prevalence,13,Malaysia,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.14228606742053712,0.15023218857292198,0.1343589278188829
5,Prevalence,20,Viet Nam,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.08367744457813096,0.08959898341813495,0.07789535369169191
5,Prevalence,20,Viet Nam,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.09593527122399398,0.10245630476908184,0.08961807470520698
5,Prevalence,20,Viet Nam,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.10819989845610475,0.11505751287525492,0.10163885171450789
5,Prevalence,20,Viet Nam,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.12196363543433225,0.12988493297008838,0.11475655825815015
5,Prevalence,20,Viet Nam,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.13529326537035233,0.1433544642691331,0.12756146641423635
5,Prevalence,39,Tajikistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.06636596888597443,0.07103443097535504,0.06199387717847583
5,Prevalence,39,Tajikistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.07159881655809817,0.07652495618296729,0.06697224069431022
5,Prevalence,39,Tajikistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.0807539773789794,0.08595535975077145,0.07561374043210005
5,Prevalence,39,Tajikistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.09135586438380412,0.09715060635772518,0.08563992720627758
5,Prevalence,39,Tajikistan,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.09996088906874082,0.1062073522151146,0.09412659785775429
5,Prevalence,33,Armenia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.07929834161585572,0.08355050045417002,0.07509039667204744
5,Prevalence,33,Armenia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.0879843682991227,0.09237887162116735,0.08358469835696765
5,Prevalence,33,Armenia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.09382907201820487,0.09849233561763124,0.08902468947203615
5,Prevalence,33,Armenia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.09961375527986494,0.10421926709157464,0.09494797301217646
5,Prevalence,33,Armenia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.10496446983057793,0.11025215160506502,0.09954163454825424
5,Prevalence,27,Samoa,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.12148816216360836,0.12808513233064317,0.11522971401205842
5,Prevalence,27,Samoa,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.13450285700382042,0.1418491313882975,0.12770996764020867
5,Prevalence,27,Samoa,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.14103980529377463,0.14878029073579407,0.1337476582405882
5,Prevalence,27,Samoa,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.14522369380483927,0.1533630732465299,0.13774168038409243
5,Prevalence,27,Samoa,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.1523607704611648,0.1606192289422153,0.14423483357306066
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.03731054788847731,0.03987047023318128,0.03506799477083815
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.03962323470470318,0.04204285857578023,0.03729521127009146
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.04251474699798497,0.04513576706379006,0.04002377895648249
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.045978345723417864,0.048800230707333525,0.04337797142355339
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.049133032804594974,0.052261202837566315,0.046186350813615606
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.04738156794346953,0.05004016009111939,0.0446618702068389
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.05113872971612258,0.05387316813364486,0.048448712389780324
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.05528773537593969,0.058408094618631654,0.052285576254415725
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.06095926926446379,0.0640038703230018,0.05804101386172718
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.06609431944613707,0.06946042942855034,0.06282482434193606
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.03295532887826901,0.035276839873340904,0.030809741673401288
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.03325418189967436,0.03560339567016922,0.031136606906510888
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.03377496039296892,0.03616405246451519,0.03160348132407587
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.034659997767508194,0.0369475689544617,0.03247251505321363
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.035728445419099995,0.03820743373921725,0.033430749863815425
5,Prevalence,24,Marshall Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.12404647287564294,0.13287440021859795,0.11655865118809502
5,Prevalence,24,Marshall Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.14396669448857685,0.15407775719037958,0.13522196787511578
5,Prevalence,24,Marshall Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.1614892912954167,0.17254847317648403,0.1515729095456515
5,Prevalence,24,Marshall Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.1843642603052413,0.19665985059412192,0.1732393372257571
5,Prevalence,24,Marshall Islands,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.2026009003423923,0.21632539566011896,0.19045168204623875
5,Prevalence,13,Malaysia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.04324766164664644,0.045990570140904526,0.04059619560945019
5,Prevalence,13,Malaysia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.046602038680096596,0.0494847945358853,0.04381349152886656
5,Prevalence,13,Malaysia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.05135870632700897,0.0545478700319844,0.04810390153705763
5,Prevalence,13,Malaysia,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.05694376991037294,0.060426905188889816,0.05370700009064663
5,Prevalence,16,Philippines,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.0363097740500152,0.038393803878405124,0.03420096160446
5,Prevalence,16,Philippines,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.039297283414764,0.0413850406024992,0.03707584279226497
5,Prevalence,16,Philippines,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.041150134631358054,0.04346627436812275,0.038800356039901576
5,Prevalence,16,Philippines,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.044086399767816954,0.04641531043973359,0.04164589978852275
5,Prevalence,16,Philippines,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.046830858116891305,0.04943948906934778,0.044141365046699396
5,Prevalence,30,Vanuatu,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.0924028921545772,0.09815207010503527,0.087064859708174
5,Prevalence,30,Vanuatu,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.100928793016276,0.10731689781271117,0.0949199533161422
5,Prevalence,30,Vanuatu,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.11123058859096101,0.11766537893867456,0.10510560506920791
5,Prevalence,30,Vanuatu,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.12178198392986064,0.12873798429702857,0.11510691688708662
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.043783217417333646,0.04624539674951195,0.04146002916913398
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.04788720959775263,0.05063964775418072,0.04533876756159451
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.05294180971841857,0.05604289219286043,0.0499549410528248
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.05815420712562735,0.06162730791601256,0.055051983540996635
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2019,0.06390914636311584,0.06775055875406548,0.06023771162343215
5,Prevalence,15,Myanmar,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2000,0.09445573481166361,0.1000791030205475,0.0890702601898124
5,Prevalence,15,Myanmar,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2005,0.10315287108083611,0.10937790111879647,0.09775513400549132
5,Prevalence,15,Myanmar,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2010,0.11272546974382126,0.11918191352498429,0.10639254739217734
5,Prevalence,15,Myanmar,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2015,0.12453890416287484,0.13168151583148754,0.11821033788440288
5,Prevalence,15,Myanmar,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2019,0.13523005886166695,0.14257490166182404,0.12823329776026235
5,Prevalence,20,Viet Nam,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2000,0.03514938808263392,0.037050391792735574,0.033357012387141005
5,Prevalence,20,Viet Nam,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2005,0.03912557795700827,0.041238024988997896,0.037174236369967174
5,Prevalence,20,Viet Nam,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2010,0.04456692634774723,0.04702269181553397,0.04215549032263243
5,Prevalence,20,Viet Nam,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2015,0.049180888431788874,0.05181310371202113,0.0466129423219921
